timeNs,timeSeconds,vehicleId,gatewayId,runtimeGatewayId,distanceMeters,coverageRadiusMeters,active,available,cellRegionId,bandwidthPoolId
34000000000,34,veh_4,rsu_central,rsu_1,3082.424147,300,false,false,region_central_degraded,pool_rsu_central
34000000000,34,veh_4,rsu_north,rsu_0,952.668235,520,false,false,region_north_normal,pool_rsu_north
34000000000,34,veh_5,rsu_central,rsu_1,3223.772888,300,false,false,region_central_degraded,pool_rsu_central
34000000000,34,veh_5,rsu_north,rsu_0,1094.005226,520,false,false,region_north_normal,pool_rsu_north
34000000000,34,veh_6,rsu_central,rsu_1,3365.251939,300,false,false,region_central_degraded,pool_rsu_central
34000000000,34,veh_6,rsu_north,rsu_0,1235.559984,520,false,false,region_north_normal,pool_rsu_north
35000000000,35,veh_0,rsu_central,rsu_1,2478.952580,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_0,rsu_north,rsu_0,349.085090,520,true,true,region_north_normal,pool_rsu_north
35000000000,35,veh_1,rsu_central,rsu_1,2623.386675,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_1,rsu_north,rsu_0,493.541432,520,true,true,region_north_normal,pool_rsu_north
35000000000,35,veh_2,rsu_central,rsu_1,2765.500991,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_2,rsu_north,rsu_0,635.679218,520,false,false,region_north_normal,pool_rsu_north
35000000000,35,veh_3,rsu_central,rsu_1,2905.542244,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_3,rsu_north,rsu_0,775.748266,520,false,false,region_north_normal,pool_rsu_north
35000000000,35,veh_4,rsu_central,rsu_1,3046.983084,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_4,rsu_north,rsu_0,917.219838,520,false,false,region_north_normal,pool_rsu_north
35000000000,35,veh_5,rsu_central,rsu_1,3188.589630,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_5,rsu_north,rsu_0,1058.815294,520,false,false,region_north_normal,pool_rsu_north
35000000000,35,veh_6,rsu_central,rsu_1,3329.409760,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_6,rsu_north,rsu_0,1199.706982,520,false,false,region_north_normal,pool_rsu_north
35000000000,35,veh_7,rsu_central,rsu_1,3470.813302,300,false,false,region_central_degraded,pool_rsu_central
35000000000,35,veh_7,rsu_north,rsu_0,1341.109924,520,false,false,region_north_normal,pool_rsu_north
36000000000,36,veh_0,rsu_central,rsu_1,2443.517601,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_0,rsu_north,rsu_0,313.645632,520,true,true,region_north_normal,pool_rsu_north
36000000000,36,veh_1,rsu_central,rsu_1,2587.902605,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_1,rsu_north,rsu_0,458.051585,520,true,true,region_north_normal,pool_rsu_north
36000000000,36,veh_2,rsu_central,rsu_1,2730.314060,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_2,rsu_north,rsu_0,600.486493,520,false,false,region_north_normal,pool_rsu_north
36000000000,36,veh_3,rsu_central,rsu_1,2870.065656,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_3,rsu_north,rsu_0,740.263797,520,false,false,region_north_normal,pool_rsu_north
36000000000,36,veh_4,rsu_central,rsu_1,3011.814203,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_4,rsu_north,rsu_0,882.043522,520,false,false,region_north_normal,pool_rsu_north
36000000000,36,veh_5,rsu_central,rsu_1,3152.533495,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_5,rsu_north,rsu_0,1022.752261,520,false,false,region_north_normal,pool_rsu_north
36000000000,36,veh_6,rsu_central,rsu_1,3294.614013,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_6,rsu_north,rsu_0,1164.900657,520,false,false,region_north_normal,pool_rsu_north
36000000000,36,veh_7,rsu_central,rsu_1,3435.452155,300,false,false,region_central_degraded,pool_rsu_central
36000000000,36,veh_7,rsu_north,rsu_0,1305.738733,520,false,false,region_north_normal,pool_rsu_north
37000000000,37,veh_0,rsu_central,rsu_1,2408.482391,300,false,false,region_central_degraded,pool_rsu_central
37000000000,37,veh_0,rsu_north,rsu_0,278.606415,520,true,true,region_north_normal,pool_rsu_north
37000000000,37,veh_1,rsu_central,rsu_1,2552.921397,300,false,false,region_central_degraded,pool_rsu_central
